transaction_id,items
1587,"[np.str_('Orange'), np.str_('Yogurt')]"
1588,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Tea')]"
1589,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Butter'), np.str_('Carrot'), np.str_('Milk'), np.str_('Soda'), np.str_('Toothpaste')]"
1590,"[np.str_('Bread'), np.str_('Toothpaste')]"
1591,"[np.str_('Apple'), np.str_('Potato')]"
1592,"[np.str_('Lettuce'), np.str_('Orange'), np.str_('Pork')]"
1593,"[np.str_('Croissant'), np.str_('Yogurt')]"
1594,"[np.str_('Bagel'), np.str_('Eggs'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Yogurt')]"
1595,"[np.str_('Apple'), np.str_('Juice')]"
1596,"[np.str_('Apple'), np.str_('Yogurt')]"
1597,"[np.str_('Banana'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Water')]"
1598,"[np.str_('Apple'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
1599,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Tomato'), np.str_('Yogurt')]"
1600,"[np.str_('Banana'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Toilet Paper')]"
1601,"[np.str_('Lettuce'), np.str_('Soap'), np.str_('Toilet Paper')]"
1602,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Tea')]"
1603,"[np.str_('Banana'), np.str_('Milk')]"
1604,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Cake')]"
1605,"[np.str_('Apple'), np.str_('Soap'), np.str_('Water')]"
1606,"[np.str_('Pork'), np.str_('Tea')]"
1607,"[np.str_('Cake'), np.str_('Potato'), np.str_('Soap'), np.str_('Water')]"
1608,"[np.str_('Croissant'), np.str_('Eggs'), np.str_('Milk'), np.str_('Orange'), np.str_('Soda'), np.str_('Toothpaste'), np.str_('Yogurt')]"
1609,"[np.str_('Bread'), np.str_('Croissant'), np.str_('Pork'), np.str_('Potato'), np.str_('Tomato')]"
1610,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Potato'), np.str_('Tomato'), np.str_('Toothpaste'), np.str_('Yogurt')]"
1611,"[np.str_('Cheese'), np.str_('Croissant'), np.str_('Fish'), np.str_('Soda'), np.str_('Toothpaste')]"
1612,"[np.str_('Chicken'), np.str_('Coffee'), np.str_('Fish'), np.str_('Orange'), np.str_('Soda')]"
1613,"[np.str_('Beef'), np.str_('Soda'), np.str_('Toothpaste'), np.str_('Water')]"
1614,"[np.str_('Coffee'), np.str_('Croissant'), np.str_('Potato'), np.str_('Toothpaste')]"
1615,"[np.str_('Juice'), np.str_('Tea')]"
1616,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Juice'), np.str_('Shampoo'), np.str_('Water')]"
1617,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Water'), np.str_('Yogurt')]"
1618,"[np.str_('Apple'), np.str_('Bread'), np.str_('Butter')]"
1619,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Fish')]"
1620,"[np.str_('Bagel'), np.str_('Toothpaste')]"
1621,"[np.str_('Apple'), np.str_('Toilet Paper')]"
1622,"[np.str_('Banana'), np.str_('Detergent'), np.str_('Fish'), np.str_('Potato'), np.str_('Soda'), np.str_('Water')]"
1623,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Yogurt')]"
1624,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Milk'), np.str_('Soap')]"
1625,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Water')]"
1626,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Eggs')]"
1627,"[np.str_('Toilet Paper'), np.str_('Yogurt')]"
1628,"[np.str_('Banana'), np.str_('Beef'), np.str_('Cheese'), np.str_('Pork'), np.str_('Tomato'), np.str_('Toothpaste')]"
1629,"[np.str_('Butter'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Tea')]"
1630,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Beef'), np.str_('Cheese'), np.str_('Juice'), np.str_('Tea'), np.str_('Water')]"
1631,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
1632,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Fish'), np.str_('Tea')]"
1633,"[np.str_('Bagel'), np.str_('Potato')]"
1634,"[np.str_('Chicken'), np.str_('Orange')]"
1635,"[np.str_('Bagel'), np.str_('Pork'), np.str_('Soda')]"
1636,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Lettuce'), np.str_('Orange')]"
1637,"[np.str_('Beef'), np.str_('Milk'), np.str_('Potato')]"
1638,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Tea')]"
1639,"[np.str_('Beef'), np.str_('Bread'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Fish'), np.str_('Juice'), np.str_('Soap')]"
1640,"[np.str_('Apple'), np.str_('Beef'), np.str_('Soda')]"
1641,"[np.str_('Coffee'), np.str_('Milk')]"
1642,"[np.str_('Apple'), np.str_('Beef'), np.str_('Detergent'), np.str_('Pork'), np.str_('Tea'), np.str_('Tomato'), np.str_('Water')]"
1643,"[np.str_('Beef'), np.str_('Butter'), np.str_('Cheese'), np.str_('Orange'), np.str_('Pork')]"
1644,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Fish'), np.str_('Water')]"
1645,"[np.str_('Coffee'), np.str_('Orange'), np.str_('Pork'), np.str_('Toilet Paper')]"
1646,"[np.str_('Pork'), np.str_('Potato'), np.str_('Soda'), np.str_('Tomato'), np.str_('Water')]"
1647,"[np.str_('Banana'), np.str_('Beef'), np.str_('Croissant'), np.str_('Orange'), np.str_('Potato')]"
1648,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Coffee')]"
1649,"[np.str_('Coffee'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Soap'), np.str_('Soda'), np.str_('Tomato'), np.str_('Water')]"
1650,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Lettuce'), np.str_('Soda')]"
1651,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Fish'), np.str_('Milk'), np.str_('Orange')]"
1652,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Coffee'), np.str_('Juice'), np.str_('Milk'), np.str_('Tea')]"
1653,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Soap'), np.str_('Soda'), np.str_('Yogurt')]"
1654,"[np.str_('Cake'), np.str_('Croissant'), np.str_('Orange'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Toothpaste')]"
1655,"[np.str_('Cake'), np.str_('Eggs'), np.str_('Soda')]"
1656,"[np.str_('Soda'), np.str_('Toothpaste')]"
1657,"[np.str_('Carrot'), np.str_('Juice'), np.str_('Yogurt')]"
1658,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Fish'), np.str_('Pork'), np.str_('Toilet Paper')]"
1659,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Juice'), np.str_('Toothpaste')]"
1660,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Pork'), np.str_('Potato')]"
1661,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Soap'), np.str_('Toothpaste')]"
1662,"[np.str_('Bagel'), np.str_('Juice'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Water')]"
1663,"[np.str_('Croissant'), np.str_('Juice'), np.str_('Potato'), np.str_('Yogurt')]"
1664,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Potato'), np.str_('Soda'), np.str_('Tea')]"
1665,"[np.str_('Orange'), np.str_('Potato'), np.str_('Tomato')]"
1666,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
1667,"[np.str_('Chicken'), np.str_('Soda'), np.str_('Tea')]"
1668,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Water')]"
1669,"[np.str_('Bagel'), np.str_('Eggs'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
1670,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Pork'), np.str_('Shampoo')]"
1671,"[np.str_('Soap'), np.str_('Tomato'), np.str_('Toothpaste')]"
1672,"[np.str_('Fish'), np.str_('Juice'), np.str_('Tea')]"
1673,"[np.str_('Chicken'), np.str_('Juice'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tomato')]"
1674,"[np.str_('Cake'), np.str_('Eggs'), np.str_('Milk')]"
1675,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Fish'), np.str_('Orange'), np.str_('Potato'), np.str_('Soap'), np.str_('Soda')]"
1676,"[np.str_('Bagel'), np.str_('Tomato'), np.str_('Toothpaste')]"
1677,"[np.str_('Apple'), np.str_('Cake'), np.str_('Pork'), np.str_('Soda')]"
1678,"[np.str_('Bread'), np.str_('Water')]"
1679,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Lettuce')]"
1680,"[np.str_('Bread'), np.str_('Butter'), np.str_('Chicken'), np.str_('Pork'), np.str_('Soda')]"
1681,"[np.str_('Banana'), np.str_('Butter'), np.str_('Chicken'), np.str_('Tea'), np.str_('Toilet Paper')]"
1682,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Chicken'), np.str_('Lettuce')]"
1683,"[np.str_('Butter'), np.str_('Cake'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Pork')]"
1684,"[np.str_('Butter'), np.str_('Cake'), np.str_('Cheese'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Tea')]"
1685,"[np.str_('Lettuce'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
1686,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Potato'), np.str_('Tea'), np.str_('Toothpaste')]"
1687,"[np.str_('Potato'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Toothpaste')]"
1688,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Juice'), np.str_('Milk'), np.str_('Potato'), np.str_('Tomato'), np.str_('Yogurt')]"
1689,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Potato'), np.str_('Tea')]"
1690,"[np.str_('Apple'), np.str_('Bread'), np.str_('Pork'), np.str_('Potato'), np.str_('Tomato')]"
1691,"[np.str_('Banana'), np.str_('Beef'), np.str_('Cheese'), np.str_('Tomato'), np.str_('Water'), np.str_('Yogurt')]"
1692,"[np.str_('Cake'), np.str_('Water')]"
1693,"[np.str_('Bagel'), np.str_('Banana')]"
1694,"[np.str_('Banana'), np.str_('Bread'), np.str_('Cheese'), np.str_('Pork'), np.str_('Toilet Paper')]"
1695,"[np.str_('Banana'), np.str_('Beef'), np.str_('Milk'), np.str_('Toilet Paper')]"
1696,"[np.str_('Carrot'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Potato'), np.str_('Toothpaste'), np.str_('Water')]"
1697,"[np.str_('Apple'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
1698,"[np.str_('Butter'), np.str_('Yogurt')]"
1699,"[np.str_('Bagel'), np.str_('Juice'), np.str_('Water')]"
1700,"[np.str_('Apple'), np.str_('Beef'), np.str_('Chicken'), np.str_('Juice'), np.str_('Tea'), np.str_('Toilet Paper')]"
1701,"[np.str_('Carrot'), np.str_('Coffee'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
1702,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Pork'), np.str_('Tea')]"
1703,"[np.str_('Bagel'), np.str_('Juice'), np.str_('Orange')]"
1704,"[np.str_('Butter'), np.str_('Milk')]"
1705,"[np.str_('Carrot'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Yogurt')]"
1706,"[np.str_('Croissant'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
1707,"[np.str_('Bagel'), np.str_('Juice'), np.str_('Soda'), np.str_('Tea')]"
1708,"[np.str_('Bagel'), np.str_('Chicken'), np.str_('Eggs')]"
1709,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Chicken'), np.str_('Coffee')]"
1710,"[np.str_('Cake'), np.str_('Milk'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Water')]"
1711,"[np.str_('Apple'), np.str_('Cake'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Juice'), np.str_('Orange')]"
1712,"[np.str_('Apple'), np.str_('Banana'), np.str_('Butter'), np.str_('Milk')]"
1713,"[np.str_('Bagel'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
1714,"[np.str_('Apple'), np.str_('Banana'), np.str_('Cake'), np.str_('Pork'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
1715,"[np.str_('Croissant'), np.str_('Tomato')]"
1716,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Tea')]"
1717,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Butter'), np.str_('Cake'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Detergent')]"
1718,"[np.str_('Apple'), np.str_('Detergent'), np.str_('Tea'), np.str_('Yogurt')]"
1719,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Water')]"
1720,"[np.str_('Chicken'), np.str_('Detergent'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Water')]"
1721,"[np.str_('Beef'), np.str_('Butter'), np.str_('Cheese')]"
1722,"[np.str_('Lettuce'), np.str_('Tea'), np.str_('Tomato'), np.str_('Water')]"
1723,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Soda')]"
1724,"[np.str_('Banana'), np.str_('Eggs'), np.str_('Milk'), np.str_('Potato'), np.str_('Tea')]"
1725,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Lettuce')]"
1726,"[np.str_('Soap'), np.str_('Tea'), np.str_('Water')]"
1727,"[np.str_('Beef'), np.str_('Bread'), np.str_('Detergent'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Soda')]"
1728,"[np.str_('Banana'), np.str_('Cake'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Orange'), np.str_('Tomato')]"
1729,"[np.str_('Apple'), np.str_('Banana'), np.str_('Butter'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Fish'), np.str_('Tea')]"
1730,"[np.str_('Milk'), np.str_('Toilet Paper')]"
1731,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Orange'), np.str_('Yogurt')]"
1732,"[np.str_('Detergent'), np.str_('Milk')]"
1733,"[np.str_('Beef'), np.str_('Toothpaste')]"
1734,"[np.str_('Apple'), np.str_('Orange'), np.str_('Potato')]"
1735,"[np.str_('Banana'), np.str_('Beef'), np.str_('Bread'), np.str_('Butter'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Toothpaste')]"
1736,"[np.str_('Coffee'), np.str_('Potato'), np.str_('Tea')]"
1737,"[np.str_('Butter'), np.str_('Orange')]"
1738,"[np.str_('Apple'), np.str_('Banana'), np.str_('Beef'), np.str_('Butter'), np.str_('Cheese')]"
1739,"[np.str_('Butter'), np.str_('Toilet Paper')]"
1740,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Milk'), np.str_('Soap'), np.str_('Toilet Paper')]"
1741,"[np.str_('Carrot'), np.str_('Croissant'), np.str_('Pork')]"
1742,"[np.str_('Beef'), np.str_('Bread'), np.str_('Detergent'), np.str_('Orange'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
1743,"[np.str_('Apple'), np.str_('Cake'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Water'), np.str_('Yogurt')]"
1744,"[np.str_('Cake'), np.str_('Fish'), np.str_('Milk'), np.str_('Pork'), np.str_('Potato')]"
1745,"[np.str_('Lettuce'), np.str_('Tea'), np.str_('Tomato')]"
1746,"[np.str_('Chicken'), np.str_('Detergent'), np.str_('Fish'), np.str_('Pork'), np.str_('Toothpaste')]"
1747,"[np.str_('Cake'), np.str_('Pork'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
1748,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Pork'), np.str_('Toothpaste')]"
1749,"[np.str_('Apple'), np.str_('Cake'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Shampoo')]"
1750,"[np.str_('Cake'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Soda')]"
1751,"[np.str_('Pork'), np.str_('Toothpaste')]"
1752,"[np.str_('Butter'), np.str_('Toothpaste')]"
1753,"[np.str_('Apple'), np.str_('Cake'), np.str_('Coffee'), np.str_('Juice')]"
1754,"[np.str_('Banana'), np.str_('Milk'), np.str_('Potato')]"
1755,"[np.str_('Banana'), np.str_('Cake'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Pork'), np.str_('Yogurt')]"
1756,"[np.str_('Butter'), np.str_('Pork')]"
1757,"[np.str_('Eggs'), np.str_('Lettuce'), np.str_('Toothpaste'), np.str_('Yogurt')]"
1758,"[np.str_('Butter'), np.str_('Cake'), np.str_('Orange'), np.str_('Soap')]"
1759,"[np.str_('Beef'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Water')]"
1760,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Coffee')]"
1761,"[np.str_('Fish'), np.str_('Orange')]"
1762,"[np.str_('Chicken'), np.str_('Fish'), np.str_('Orange'), np.str_('Soda'), np.str_('Water')]"
1763,"[np.str_('Apple'), np.str_('Pork')]"
1764,"[np.str_('Apple'), np.str_('Butter'), np.str_('Potato'), np.str_('Yogurt')]"
1765,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Potato'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Tomato')]"
1766,"[np.str_('Banana'), np.str_('Orange')]"
1767,"[np.str_('Banana'), np.str_('Bread'), np.str_('Eggs'), np.str_('Potato'), np.str_('Shampoo')]"
1768,"[np.str_('Apple'), np.str_('Coffee')]"
1769,"[np.str_('Apple'), np.str_('Eggs'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Tomato')]"
1770,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Pork'), np.str_('Toilet Paper')]"
1771,"[np.str_('Beef'), np.str_('Cake'), np.str_('Fish'), np.str_('Water')]"
1772,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Eggs'), np.str_('Milk'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
1773,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Fish'), np.str_('Tomato'), np.str_('Toothpaste')]"
1774,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Water'), np.str_('Yogurt')]"
1775,"[np.str_('Apple'), np.str_('Fish'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Toothpaste')]"
1776,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Detergent')]"
1777,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Orange'), np.str_('Toilet Paper'), np.str_('Water')]"
1778,"[np.str_('Banana'), np.str_('Bread'), np.str_('Cake'), np.str_('Orange'), np.str_('Soap')]"
1779,"[np.str_('Beef'), np.str_('Cake'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Pork')]"
1780,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Tea')]"
1781,"[np.str_('Banana'), np.str_('Bread'), np.str_('Cake'), np.str_('Cheese'), np.str_('Fish')]"
1782,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Shampoo')]"
1783,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Beef'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Pork')]"
1784,"[np.str_('Apple'), np.str_('Beef'), np.str_('Carrot'), np.str_('Soda')]"
1785,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Water')]"
1786,"[np.str_('Banana'), np.str_('Cake'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Lettuce'), np.str_('Yogurt')]"
1787,"[np.str_('Cake'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Potato'), np.str_('Toilet Paper')]"
1788,"[np.str_('Croissant'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Soap')]"
1789,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Eggs')]"
1790,"[np.str_('Cake'), np.str_('Fish'), np.str_('Water')]"
1791,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Fish'), np.str_('Orange'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
1792,"[np.str_('Chicken'), np.str_('Eggs'), np.str_('Shampoo')]"
1793,"[np.str_('Bread'), np.str_('Shampoo')]"
1794,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Pork'), np.str_('Water')]"
1795,"[np.str_('Bagel'), np.str_('Chicken'), np.str_('Potato')]"
1796,"[np.str_('Apple'), np.str_('Beef'), np.str_('Carrot'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Yogurt')]"
1797,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Banana'), np.str_('Croissant'), np.str_('Milk'), np.str_('Soda'), np.str_('Water')]"
1798,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Toothpaste')]"
1799,"[np.str_('Beef'), np.str_('Croissant'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Tea'), np.str_('Water')]"
1800,"[np.str_('Detergent'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tomato')]"
1801,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Water')]"
1802,"[np.str_('Bread'), np.str_('Cake'), np.str_('Eggs'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Water'), np.str_('Yogurt')]"
1803,"[np.str_('Bagel'), np.str_('Fish'), np.str_('Water')]"
1804,"[np.str_('Beef'), np.str_('Juice'), np.str_('Milk'), np.str_('Shampoo')]"
1805,"[np.str_('Banana'), np.str_('Beef'), np.str_('Milk'), np.str_('Yogurt')]"
1806,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Juice'), np.str_('Milk'), np.str_('Tea')]"
1807,"[np.str_('Cheese'), np.str_('Tea')]"
1808,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Toothpaste')]"
1809,"[np.str_('Bread'), np.str_('Eggs'), np.str_('Milk'), np.str_('Shampoo')]"
1810,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
1811,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Toothpaste'), np.str_('Water')]"
1812,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Milk'), np.str_('Soda'), np.str_('Toothpaste')]"
1813,"[np.str_('Apple'), np.str_('Milk'), np.str_('Pork'), np.str_('Shampoo')]"
1814,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Toothpaste')]"
1815,"[np.str_('Apple'), np.str_('Butter'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
1816,"[np.str_('Cake'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Toothpaste')]"
1817,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Shampoo')]"
1818,"[np.str_('Chicken'), np.str_('Potato'), np.str_('Tea'), np.str_('Tomato')]"
1819,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Water')]"
1820,"[np.str_('Detergent'), np.str_('Fish'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Water')]"
1821,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Shampoo')]"
1822,"[np.str_('Apple'), np.str_('Banana'), np.str_('Coffee'), np.str_('Orange')]"
1823,"[np.str_('Banana'), np.str_('Beef'), np.str_('Coffee'), np.str_('Detergent')]"
1824,"[np.str_('Potato'), np.str_('Soda'), np.str_('Water')]"
1825,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Juice'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
1826,"[np.str_('Beef'), np.str_('Soap')]"
1827,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Beef'), np.str_('Tea')]"
1828,"[np.str_('Carrot'), np.str_('Fish'), np.str_('Orange'), np.str_('Soda')]"
1829,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
1830,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Yogurt')]"
1831,"[np.str_('Coffee'), np.str_('Soda')]"
1832,"[np.str_('Bagel'), np.str_('Butter'), np.str_('Juice'), np.str_('Potato'), np.str_('Toilet Paper')]"
1833,"[np.str_('Carrot'), np.str_('Pork'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Yogurt')]"
1834,"[np.str_('Butter'), np.str_('Chicken'), np.str_('Fish'), np.str_('Toilet Paper'), np.str_('Toothpaste')]"
1835,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Butter'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Soda')]"
1836,"[np.str_('Cheese'), np.str_('Detergent'), np.str_('Orange'), np.str_('Potato')]"
1837,"[np.str_('Apple'), np.str_('Bread'), np.str_('Croissant'), np.str_('Orange'), np.str_('Soap'), np.str_('Tea'), np.str_('Water')]"
1838,"[np.str_('Beef'), np.str_('Toothpaste')]"
1839,"[np.str_('Beef'), np.str_('Bread'), np.str_('Eggs'), np.str_('Orange')]"
1840,"[np.str_('Orange'), np.str_('Toilet Paper')]"
1841,"[np.str_('Bagel'), np.str_('Water')]"
1842,"[np.str_('Carrot'), np.str_('Milk'), np.str_('Water')]"
1843,"[np.str_('Beef'), np.str_('Pork'), np.str_('Toilet Paper')]"
